Item,Location,Sublocation,Serial,Quantity
"LI ELECTRODE, PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"LINE SENSOR ASSY, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
"LINEAR PROBE, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
"LINEAR PROBE, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,4
LIQUID TEST STRIP,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"LIQUID VALVE, PC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
LITMAN STETESCOPE ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
Load Carriage (Stocked Product),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,-1
LOAD CELL ASSEMBLY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
LOOP STERILIZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
LOOP STERILIZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,6
LOOP STERILIZER,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,5
LOW SPEED AIR MOTOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"LOW SPEED CENTRIFUGE,UNIT","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
LOW VOLUME LABELS AUTO (20),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
LPE58 THERMAL PANEL PRINTER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"L-PRINTER PAPER, ROLL ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,40
M ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,7
M ,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
M 22 OPTICAL BENCH,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"M22 DILUENT (FLEXIBLE STRAW), PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
M22/18 BARCODE READER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
M22/18 BARCODE READER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,8
M22/18 BARCODE READER,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
M22/18 BARCODE READER,"DCL Laboratory Products Ltd, Enugu",,,1
"M-30D DILUENT, 20L ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 9,,14
"MAGNESIUM CALMAGITE, 2X125 ML  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,12
"MAGNESIUM CALMAGITE, 2X125 ML  ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
"MAGNETIC STIRRER, 1500RPM ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
"MAGNETIC STIRRER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"MAGNETIC STIRRER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,3
MAGNETIC STIRRING BAR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,5
MAIN BOARD MTP-MSM FROM 01-2014,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MAIN BOARD MTP-MSM FROM 01-2014,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MAIN BOARD, PC  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MAINTENANCE KIT CAPILLARIES, PC  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
"MAINTENANCE KIT, PK  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MALE CONTAINER QUICK COUPLING,PC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MANIFOLD, PC  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MASSAGE CHAIR, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MAXMAT 5ML TUBES,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,190
MAXMAT ANNUAL MAINTENACE KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,8
"MAXMAT COAGULATION/CHEMISTRY ANALYZER,  UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Techical,,1
MAXMAT MICROWELL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,51
"MCAP BARCODE SHEET, P  K ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,8
MCFarland Standard (6 standards),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
"MCS +2 DIAGNOSTIC CARD, PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
"MCS +2 DIAGNOSTIC CARD, PCS ","DCL Laboratory Products Ltd, Enugu",,,1
"MDC DIGITAL EYEPIECE, MDC 320 ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
Measuring  Cylinder,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,1
"MEASURING SCALE STAND, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
MEASURING UNIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MEC 1200 PATIENT MONITOR, KI ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,6
"MEC 1200 PATIENT MONITOR, KI ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,1
MEDICA BLOOD GAS ANALYZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MEDICA CHLORIDE ELECTRODE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
"MEDICA EASYLYTE NA/K/CL/CA/LI, EXPAND ANALYZER","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,2
"MEDICA EASYLYTE NA/K/CL/CA/LI, EXPAND ANALYZER",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"MEDICA EASYSAMPLER, ANALYZER","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,2
"MEDICA EASYSAMPLER, ANALYZER",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
MEDICA LITHIUM ELECTRODE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
MEDICA PH+ ELECTRODE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
MEDICA POTTASSIUM ELECTRODE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
MEDICA PRINTER PAPER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,70
MEDICA REFERENCE ELECTRODE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
MEDICA SODIUM ELECTRODE  ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
"MEDICA SOLUTIONS PACK, NA/K/CL/CA/LI, 800ML","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,13
"MEDICA SOLUTIONS PACK, NA/K/CL/CA/LI, 800ML",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,3
MEDICA TUBING KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
MEDIGATE ECG MECA412i,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
"MEDIGATE ECG TROLLEY, UNIT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
"MEDIGATE ECG,MeCA 812i","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,2
MEDISANA BLOOD PRESSURE MONITOR,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
MEDTECH MTO 101 STRIP TRAYS,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,50
MEMBRANE KEYBOARD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MEMBRANE KIT EPDM, KIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,28
"MEMMERT INCUBATOR, UNIT","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MERCURY LCD MONITOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
"METERTECH MINI PHOTOELECTRIC COLORIMETER, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,4
Methanol 99.85% ACS,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,5
Methanol 99.85% ACS,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",Lagos Warehouse,,500
MICRO CENTRIFUGE CR- 68X,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MICRO SWITCH AH718548,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MICROALBUMIN IP, 5ML + 2X25ML   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,3
MICROBIOLOGY ANALYSIS SYSTEM ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,1
"MICROHEMATOCRIT READER, PCS","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MICROHEMATOCRIT READER, PCS","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,3
"MICROHEMATOCRITE READER, RECTANGLE ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,53
"MICROHEMATOCRITE READER, RECTANGLE ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"MICROHEMATOCRITE READER, ROUND ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,46
"MICROLAB 300 SEMI AUTOMATED CHEMISTRY ANALYSER,  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,5
"MICROLAB 300 SEMI AUTOMATED CHEMISTRY ANALYSER,  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MICROLAB 400 SEMI AUTOMATED CHEMISTRY ANALYZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MICROLAB 400 SEMI AUTOMATED CHEMISTRY ANALYZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,3
MICROLAB 400 SEMI AUTOMATED CHEMISTRY ANALYZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,20
"MICROLAB PRINTER PAPER, ROLLS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,16
"MICROLANCE NEEDLE 25G, 100PC/PK","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,147
"MICROPLATE WASHER, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
"MICROPLATE WASHER, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,2
MICROPROTEIN STD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
MICROS BINOCULAR MICROSCOPE MC50 LED,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,2
MICROS BINOCULAR MICROSCOPE MC50 LED,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
MICROS BINOCULAR MICROSCOPE MC50 LED,"DCL Laboratory Products Ltd, Enugu",,,6
"MICROS BINOCULAR MICROSCOPE MC50,  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,2
"MICROS LCD MICROSCOPE, MCX100","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,6
MICROS PETUNIA MICROSCOPE MCX 50 (with binocular head),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,17
MICROS PETUNIA MICROSCOPE MCX 50 (with binocular head),"DCL Laboratory Products Ltd, Enugu",,,3
MICROS PETUNIA MICROSCOPE MCX 50 (with trinocular head),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,5
MICROS TRINOCULAR MICROSCOPE MCX51,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MICROS TRINOCULAR MICROSCOPE MCX51,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,7
MICROS VIOLA LED TRINOCULAR MICROSCOPE MC 20i,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,5
"MICROSCOPE, UNIT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
"MICROTAINER LH TUBES, ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"MICROTAINER Z TUBES PLAIN,  ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,4
MINDARY ADULT 7-PIN SPO2 EXTENSION CABLE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,10
"MINDARY HALOTHANE POURFILL VAPOURIZER, 3KG ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,2
"MINDARY ISOFLOURINE POURFILL VAPOURIZER,   UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,4
"MINDARY NIBP CHILD CUFF, PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,10
"MINDARY NIBP HOSE, 3M ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,9
"MINDARY REMOVABLE BATTERY, PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,7
MINDARY SPO2  EXTENSION CABLE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,10
"MINDARY TEMPERATURE PROBE,  PCS  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,10
"MINDARY ULTRASOUND, UNIT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"MINDRAY ADULT NIBP CUFF,PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,8
"MINDRAY ANAESTHETIC MACHINE BRACKET, P CS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,3
MINDRAY EXPERT MACHINE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MINDRAY PATIENT MONITOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"MINI BLOCK CABINET,  UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,9
MINI CENTRIFUGE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
MINI CUBE AUTOMATIC ESR ANALYZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,5
MINI CUBE CATALOGUE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,50
"Mini relay 5A, 12V DC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"Mini relay 5A, 24V AC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"Mini relay, 5 V, DC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
MINI TRACK BALL-KEYBOARD USB BLK,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MINICAP FLEX PIERCING, PC","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MINICAP HEMOGLOBIN(E), PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
"MINICAP TEXT SHEET, PIC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
"MINICAP WASH SOLUTION, 2.5 ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MINICENTRIFUGE, 15.000RPM ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"MINIGRIP, PIECES ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,25
MINIVIDAS ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,8
MINIVIDAS ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
MINIVIDAS ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
MISC,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,-1
MITSHIBUISHI THERMAL PAPER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,6
MITSUBISHI MACHINE P93C,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
MOBILE TROLLEY ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,15
MOBILE TROLLEY ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,2
MOBILE X-RAY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
MOC PCB,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
MOC PCB (AD TOUCH),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
MOC PCB (AD TOUCH),DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
MODULE RABB IT CORE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MOTION CONTROL BOARD 2 ASSAY, PC..... ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MOTION CONTROL BOARDII, UNIT  ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
"MOTOR ASSY,UNIT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",STORE 1,,1
MOTOR BOARD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
"MOTOR STEPPER, UNIT","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
"MOTOR WITH STEPPER MOTOR, PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
MPW  CENTRIFUGE  ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
MTP FLAT CABLE FOR DISPLAY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,2
MTP FLAT CABLE FOR DISPLAY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MULTI CHANNEL PIPETTE, 8CHANNELS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
MULTI PURPOSE OPERATING TABLE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MULTICHANNEL PIPETTE (10 -100UL),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"MULTICHANNEL PIPETTE (12CHANNELS), 0.5 - 10UL ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"MULTICHANNEL PIPETTE (8CHANNELS), 10-100UL ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"MULTIPLE SAMPLE LUER ADAPTER, 100PCS\PK ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,30
"MULTISURE HIV RAPID TEST, 20TESTS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,86
"MULTISURE HIV RAPID TEST, 20TESTS ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,266
"MULTISURE HIV RAPID TEST, 20TESTS ","DCL Laboratory Products Ltd, Enugu",,,38
"MULTISURE HIV RAPID TEST, 20TESTS ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,116
MULTISURE HIV/HCV/HBsAg,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,-1
MULTISURE HIV/HCV/HBsAg,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
MUPID GEL ELECTROPHORESIS SYSTEM ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
MUPID GEL ELECTROPHORESIS SYSTEM ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,4
MUPID GEL ELECTROPHORESIS SYSTEM ,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
MYOGLOBIN CHECK,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,3
